errRxPlant,errW1ds,errW3ds,errC1ds,errC3ds,errWrsi,errWrsiRealInput,errBCS1dsFluxIn,errBCS1dsFluxOut,errBCS1dsFluxOut_sol,errBCS1dsFluxOut_mucil,errOuter_R_bc_wat,errOuter_R_bc_sol,SinkLim3DS,SinkLim1DS,OutLim1DS,sumDiff1d3dCW_abs,sumDiff1d3dCW_rel,diff1d3dCurrant,diff1d3dCurrant_rel,maxDiff1d3dCW_abs,maxDiff1d3dCW_rel,maxdiff1d3dCurrant,maxdiff1d3dCurrant_rel,bulkMassErrorWater_abs,bulkMassErrorWater_rel,bulkMassErrorWater_absLim,bulkMassErrorWater_relLim,bulkMassCErrorPlant_abs,bulkMassCError1ds_abs,bulkMassCErrorPlant_rel,bulkMassCError1ds_rel,rhizoMassWError_relLim,rhizoMassCError_relLim,rhizoMassWError_rel,rhizoMassCError_rel,err,time,n_iter,n_iter2,n_iter3,solveGaveUp
100.0,0.0,0.15671238340994842,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,0.0082581302721281,0.0,0.008258130272128017,0.0,0.0082581302721281,0.0,0.0082581302721281,0.0,2.2612066353459165e-11,2.4277028644152048e-11,2.2612066353459165e-11,2.4277028644152048e-11,0.0,0.0,nan,nan,0.0,nan,0.0,nan,100.0,0.013888888888888888,0.0,0.0,1.0,0.0
0.0,0.008258130272107644,0.0004147363073939126,0.0,0.0,6.550437221450421,7.0095964354303115,0.0,100.0,0.0,1.343696599003571,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,2.264324302100884e-05,0.0,2.2643243020925574e-05,0.0,2.264324302100884e-05,0.0,2.264324302100884e-05,0.0,1.8852749629439877e-11,2.0240907470401477e-11,1.8852749629439877e-11,2.0240907470401477e-11,0.0,0.0,nan,nan,4.3377704567951697e-13,nan,4.3377704567951697e-13,nan,7.0095964354303115,0.013888888888888888,1.0,0.0,1.0,0.0
6.6742287229033925,2.2643243071551744e-05,0.000993950313236635,0.0,0.0,0.0,0.0,300.0,0.2734435741951754,0.0,2.195064837918901,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,5.2560628496456374e-05,0.0,5.256062849637311e-05,0.0,5.2560628496456374e-05,0.0,5.2560628496456374e-05,0.0,2.3283792537250048e-11,2.4998215091688985e-11,2.3283792537250048e-11,2.4998215091688985e-11,0.0,0.0,nan,nan,1.972031053380954e-14,nan,1.972031053380954e-14,nan,6.6742287229033925,0.013888888888888888,2.0,0.0,1.0,0.0
0.019634872155364434,5.2560628520853525e-05,0.0,0.0,0.0,0.0,0.0,50.0,0.638785471945228,0.0,0.0,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,2.4397150966137815e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3283792537250048e-11,2.4998215091688985e-11,2.3283792537250048e-11,2.4998215091688985e-11,0.0,0.0,nan,nan,7.885179550195988e-14,nan,7.885179550195988e-14,nan,0.019634872155364434,0.013888888888888888,3.0,0.0,1.0,0.0
100.0,0.008228212886658592,0.04840468563087368,0.0,0.0,7.037288713417027,7.570012337229129,100.0,100.0,0.0,100.0,0.0,3.6005181648808773e-14,3.6005181648808773e-14,1.8740113367639218e-14,0.0,0.0,0.005734921965942191,0.0,0.005734921965942108,0.0,0.005734921965942191,0.0,0.005734921965942191,0.0,4.1627960030866246e-12,4.469309271739132e-12,4.1627960030866246e-12,4.469309271739132e-12,0.0,0.0,nan,nan,1.0468233300245268e-13,nan,1.0468233300245268e-13,nan,100.0,0.027777777777777776,0.0,0.0,1.0,0.0
7.1608577758604675,0.005734921965933393,0.0,0.0,0.0,5.2851510059070055,5.2851510059070055,200.0,230.01415190912016,0.0,0.0,0.0,0.0,0.0,1.5461256549255556e-14,0.0,0.0,8.798517470154366e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1627960030866246e-12,4.469309271739132e-12,4.1627960030866246e-12,4.469309271739132e-12,0.0,0.0,nan,nan,2.006832266035096e-14,nan,2.006832266035096e-14,nan,7.1608577758604675,0.027777777777777776,1.0,0.0,1.0,0.0
5.382949492141999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5461256549255556e-14,0.0,0.0,8.798517470154366e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1627960030866246e-12,4.469309271739132e-12,4.1627960030866246e-12,4.469309271739132e-12,0.0,0.0,nan,nan,2.006832266035096e-14,nan,2.006832266035096e-14,nan,5.382949492141999,0.027777777777777776,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5461256549255556e-14,0.0,0.0,8.798517470154366e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1627960030866246e-12,4.469309271739132e-12,4.1627960030866246e-12,4.469309271739132e-12,0.0,0.0,nan,nan,2.006832266035096e-14,nan,2.006832266035096e-14,nan,4.469309271739132e-12,0.027777777777777776,3.0,0.0,1.0,0.0
100.0,0.0024932909207250886,0.015720932354678568,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001654272255867728,0.0,0.0016542722558676448,0.0,0.001654272255867728,0.0,0.001654272255867728,0.0,1.820230915830273e-12,1.954257403628325e-12,1.820230915830273e-12,1.954257403628325e-12,0.0,0.0,nan,nan,1.0218372310792383e-13,nan,1.0218372310792383e-13,nan,100.0,0.041666666666666664,0.0,0.0,1.0,0.0
2.2162702023485084,0.001654272255870226,0.0,0.0,0.0,0.0,0.0,50.0,197.1675154755944,0.0,0.0,0.0,0.0,0.0,1.1486457987182587e-14,0.0,0.0,2.4980018054066022e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.820230807410056e-12,1.9542572872249554e-12,1.820230807410056e-12,1.9542572872249554e-12,0.0,0.0,nan,nan,1.2114485148506693e-13,nan,1.2114485148506693e-13,nan,2.2162702023485084,0.041666666666666664,1.0,0.0,1.0,0.0
